id,release_dates,name,category,slug,platforms,genres,tags,age_ratings,rating,rating_count,similar_games,themes,summary,involved_companies
47935,2009,Naruto Shippuden: Ninja Destiny 2,main_game,naruto-shippuden-ninja-destiny-2,['Nintendo DS'],['Fighting'],"['1', '268435460']","['T', 'CERO_A', 'CLASS_IND_Ten']",47.0,0,"['Dragon Ball Z: Budokai Tenkaichi 3', 'One Piece: Grand Battle!', 'CatFight: The Ultimate Female Fighting Game', 'My Hero Academia: Battle for All', 'Zoids Wild: Blast Unleashed', 'Battle Royale : Survival.io Zombie', 'Anima: Gate of Memories - The Nameless Chronicles', 'Dead or Alive 6', 'Samurai Shodown', 'Havocado']",['Action'],"Naruto Shippuden: Ninja Destiny 2 features fast paced Naruto Shippuden 3D fighting action with the addition of an all-new Quest Mode, new characters, jutsu and a storyline based on the Naruto Shippuden animated series. The title also features wireless multiplayer gameplay, offering Naruto fans and newcomers to the series competitive 3D fighting on the Nintendo DS.","['Tomy', 'Dream Factory']"
20255,1995,Kileak: The DNA Imperative,main_game,kileak-the-dna-imperative,['PlayStation'],['Shooter'],"['1', '18', '268435461', '536870933', '536871079', '536871365', '536874743', '536875199', '536875426', '536875435', '536883622', '536884377']",['T'],,0,"['Cyberpunk 2077', 'Black Squad', 'Metro Exodus', 'Immortal: Unchained', 'Crackle Cradle', 'Earth Defense Force: Iron Rain', 'Wolfenstein: Youngblood', 'Gene Rain', 'The Cycle', 'Rebel Galaxy Outlaw']","['Action', 'Science fiction']","Deep beneath the South Pole permafrost, a crazed scientist has unearthed an ancient DNA code, dormant for over 2,000,000,000 years. Is this the discovery of the ""ultimate evolution""? Or does he now hold the damnation of mankind in his grasp? Only YOU can stop him.

* A REAL-TIME shooter where minutes are too long, hours not enough! In-future-tense!
* Amazing 1st person view. You ARE a one-man assault squad.
* An arsenal of weapons, ammunition and armor. Have you been doing your push-ups?
* Robot assassins with even more advanced A.I. than the military's most powerful computers.
* Secret rooms and strategy-oriented challenge where seconds count!","['Genki', 'Sony Music Entertainment', 'Sony Computer Entertainment']"
5671,1982,Dragonfire,main_game,dragonfire,"['Atari 2600', 'Intellivision', 'ColecoVision', 'Commodore VIC-20']","['Platform', 'Arcade']","['1', '268435464', '268435489', '536871244']",,62.74183181599268,7,"['Rico', 'Super Fancy Pants Adventure', 'Blazing Chrome', 'Pikuniku', 'Dream Alone', 'Crackle Cradle', 'Never Give Up', 'Pigeon Pop', 'Degrees of Separation', 'Whipseey and the Lost Atlas']",['Action'],"Dragons have driven the Royal Court from the Castle 
 
""O we are lost, lost"" laments the King. ""Without our vast treasures we cannot raise an army 'gainst these accursed dragons. Our Kingdom must now languish under lizards!"" 
 
""Nay, not so, my liege!"" replied the young Prince. ""None knows that Castle, those many bridges and storerooms, better than I. Give me leave and I shall loot those lizards of their plunder and restore my lord to his birthright."" 
 
""Brave boy,"" said the King, fully pleased. ""But,"" he added darkly, ""beware dread dragonfire!""",['Imagic']
65005,1996,J-League Pro Soccer Club o Tsukurou!,main_game,j-league-pro-soccer-club-o-tsukurou,['Sega Saturn'],['Sport'],"['268435470', '536870938', '536871906', '536875054']",,,0,"['Score! Hero', 'ISS Pro Evolution 2', 'Front Office Football Eight', 'Football Manager 2018', 'J-League Pro Soccer Club o Tsukurou! 3', 'FIFA 19', 'Club Soccer Director 2019', 'FIFA 20', 'Real Football 2019', 'eFootball PES 2020']",,"Released in 1996 for the Sega Saturn. First title of the ""Pro Soccer Club o Tsukurou!"" franchise.",['Sega']
28509,1994,Stunt Race FX,main_game,stunt-race-fx,"['Super Nintendo Entertainment System', 'Super Famicom']",['Racing'],"['1', '268435466', '536870937', '536870969', '536871537', '536872656', '536873753', '536874539', '536875076', '536875125', '536875151', '536875271', '536875636', '536875903', '536877677', '536897103', '536909856']",['ACB_G'],71.29310020713456,16,"['Wreckfest', 'Monster Jam: Maximum Destruction', 'Hell Let Loose', 'Demolition Racer: No Exit', 'Need For Madness 2', 'Tiger Hunt', 'Forza Horizon 4', 'Dude Simulator 2', 'Grid', 'Aquapark.io']",['Action'],"Stunt Race FX is a cartoon-style, 3D-racing game that ran on the Super FX chip (the same engine that ran under Star Fox).","['Nintendo EAD Tokyo Software Development Group No.1', 'Argonaut Software Ltd.', 'Playtronic']"
27587,2002,Pac-Man All-Stars,main_game,pac-man-all-stars,['PC (Microsoft Windows)'],"['Racing', 'Arcade']","['1', '268435466', '268435489', '536871599', '536872352', '536873064', '536875699', '536876435']",['E'],,0,"['Donkey Kong', 'Score! Hero', 'Rise: Race the Future', 'Rico', 'Dream Alone', 'Forza Horizon 4', 'Pigeon Pop', 'Team Sonic Racing', 'Sky Gamblers: Storm Raiders 2', 'Grid']",['Action'],,"['Creatures Labs', 'Infogrames']"
18558,1982,Fantastic Voyage,main_game,fantastic-voyage,"['Atari 2600', 'Atari 8-bit']",['Arcade'],"['1', '18', '268435489', '536871078', '536872198', '536875294', '536875879']",,,0,"['Star Control: Origins', 'Rico', 'Immortal: Unchained', 'Blazing Chrome', 'Crackle Cradle', 'Earth Defense Force: Iron Rain', 'Zoids Wild: Blast Unleashed', 'Gene Rain', 'Void Bastards', 'Astral Chain']","['Action', 'Science fiction']","The game is based on the 1966 movie of the same name. The player controls a miniaturized submarine which is injected into the bloodstream of a gravely ill person. Your task is to destroy blood clots which are clogging the arteries in order to keep the patient alive. If you fail to do so or crash your submarine the game is over. While voyaging throughh the body you have to destroy other enemies such as bacteria. However, you should not destroy the blood cells lest the patient dies.","['Sirius Software', 'Fox Video Games, Inc.']"
11129,1983,Bank Heist,main_game,bank-heist,['Atari 2600'],"['Puzzle', 'Racing']","['1', '268435465', '268435466', '536871155', '536871599', '536871690', '536872581', '536876123', '536876289', '536876354', '536879184']",,,0,"['Toby: The Secret Mine', 'Forgotton Anne', ""Don't Knock Twice"", 'Payday 3', 'Planet Alpha', 'Pikuniku', 'Blacksad: Under the Skin', 'Dream Alone', 'Injection', 'Grid']",['Action'],"Bank Heist is a maze video game published by 20th Century Fox for the Atari 2600.
Each level in Bank Heist is a maze-like city (similar to Pac-Man). The objective of the game is to rob as many banks as possible while avoiding the police. The player controls a car called the Getaway Car. The car has a limited amount of fuel, which can be refilled by changing cities. Robbing a bank will cause a cop car to appear, as well as another bank. Up to three cars can be present in a city at a time. Cars can be destroyed by dropping dynamite out the tail pipe of the Getaway Car (however, dynamite can also destroy the Getaway Car). The player starts out with four spare cars (lives). Lives are lost by running out of fuel, being hit by dynamite, or hitting a cop car. If the player can rob nine banks in one city, an extra car is earned.
The left and right difficulty switches alter how hard the game is. When the left difficulty switch is set to A, the cop cars are smarter in catching the Getaway Car; when it's set to B, enemy cars move in a more set pattern. When the right difficulty switch is set to A, the banks appear in random spots; when the switch is set to B, the banks appear in preset locations.",['20th Century Fox Games']
5666,1980,Carnival,main_game,carnival,"['Arcade', 'Atari 2600', 'Intellivision', 'ColecoVision']","['Shooter', 'Arcade']","['1', '268435461', '268435489', '536871078', '536871814', '536875435']",,,0,"['Borderlands 3', 'Phantomers Insurreccion', 'Rico', 'Contraband Police', 'PUBG Mobile', 'Gears 5', 'Call of Duty: Mobile', 'Hyperlight Ultimate', 'Call of Duty: Modern Warfare', 'Space Mercs']",['Action'],"The goal of the game is to shoot at targets, while carefully avoiding running out of bullets. Three rows of targets scroll across the screen in alternating directions; these include rabbits, ducks, owls, and bonus items. If a duck target crosses the bottom row without being shot, it will come to life and begin flying down toward the player. Any ducks that reach the bottom of the screen in this manner will eat some of the player's bullets. Objects also periodically appear among the targets that will give the player extra bullets or points when hit. A spinning wheel with eight pipes sits above the rows of moving targets; these pipes and all targets must be shot in order to complete the round.
At the end of each round, the player receives bonus points for all bullets remaining in his supply. He then plays a bonus round, where a large white bear with a target walks across the screen. Each time the bear is shot, it rears up for a second, then begins walking more quickly in the other direction. The object is to shoot the bear as many times as possible until it escapes off the screen. Following the bonus round, the next wave begins. Later bonus rounds add more bears to the screen.
In higher levels, there are more duck targets and fewer extra bullet targets, putting a premium on accurate shooting. The game ends when the player runs out of bullets.","['Gremlin Industries', 'Woodside Design Associates']"
21947,2007,World Championship Poker 2: Featuring Howard Lederer,main_game,world-championship-poker-2-featuring-howard-lederer,['Wii'],"['Puzzle', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Card & Board Game']","['268435465', '268435469', '268435471', '268435472', '268435491', '536871066', '536871641', '536872205', '536874083', '536875140', '536875182', '536875802']",['T'],,0,"['Unclaimed World', 'Cthulhu Realms', 'Order of Battle: World War II', 'Slay the Spire', 'Yu-Gi-Oh! Power of Chaos: Yugi the Destiny', 'Conjuror: The Game', 'Bad North', 'Ancient Cities', 'Age of Wonders: Planetfall', 'Clans to Kingdoms']",,"The third game in the series. A version for the Wii was then released in 2007, being developed by Point of View. It is known that the title will allow players to utilize the motion-sensing functionality of the Wii Remote to play the game.",
21518,2008,NeoGeo Battle Coliseum,main_game,neogeo-battle-coliseum,"['PlayStation 2', 'PlayStation 3', 'Xbox 360']",['Fighting'],['268435460'],"['T', 'GRAC_Twelve']",,0,"[""The King of Fighters '99: Millennium Battle"", 'Zoids Wild: Blast Unleashed', 'Samurai Shodown', 'Salvador', 'Ninku', 'Dragon Ball Z: Budokai Tenkaichi 4', 'Kung Fu Fighting', 'Kakuhina', 'Under Night In-Birth II Sys:Celes', 'Fatal Fury: City of the Wolves']",,"A World on the verge of eternal darkness...
The Government has secretly dispatched its two best secret agents to a fighting competition known as the NeoGeo Battle Coliseum. Their mission is to enter the competition and find out the secrets of the ""Warez Conglomerate"" and stop the maniac who is reportedly planning to take down the NEOGEO world.",
45229,2000,Championship Bass,main_game,championship-bass,['PlayStation'],['Sport'],"['268435470', '536871421', '536872928', '536875152', '536875284']",['E'],,0,"['Bass Strike', 'Bass Landing', ""Fisherman's Bait 2: Big Ol' Bass"", 'Rapala Pro Fishing', 'Monster! Bass Fishing', 'Kawa no Nushi Tsuri 5: Fushigi no Mori Kawa', ""Sportsman's Double Play"", 'Freshwater Fishing Simulator', 'Madden NFL 20', 'Real Football 2019']",,"Bass fishing reaches new level with Championship Bass! Artificial Intelligence creates the most realistic behavior in simulated bass ever. False strikes, swerves, return attacks, and short-strike lunges will keep you on the edge. Even if you do land a strike, watch these fish go for obstacles in order ot break your line! Multiple difficulty levels, plenty of tricks in your lure box, multiple game modes, multiple lakes, and more. Sit in a boat and go for the fish, or simulate a whole fishing trip. The choice is yours!","['Electronic Arts', 'Engineering Animation Inc.', 'EAI Interactive', 'Pai, Inc']"
19999,1997,OverBlood,main_game,overblood,['PlayStation'],['Adventure'],"['18', '19', '268435487', '536871874', '536871945', '536872098', '536872748', '536872793', '536872873', '536874727', '536875271', '536875803', '536876121', '536876643', '536878470', '536881061', '536894845']","['T', 'Twelve', 'CERO_B']",43.0997724290328,5,"['Bloodstained: Ritual of the Night', 'Detroit: Become Human', 'The Wild Eight', 'Sky Break', ""Don't Knock Twice"", 'Immortal: Unchained', 'Omensight', 'Control', 'Apsulov: End of Gods', 'Pacify']","['Science fiction', 'Horror']","Overblood is a 3D action-adventure video game developed by Riverhillsoft and released in 1997 for the PlayStation console. The game takes place in the future, where the player takes on the role of a man named Raz Karcy who wakes up in a cryogenic pod with no memory of who he is or how he got there. As Raz, the player must explore the futuristic environments, solve puzzles, and fight enemies in order to uncover his past and the secrets of the facility he finds himself in. The game features a mix of third-person exploration and combat, and also includes survival elements such as managing hunger and oxygen levels. Despite its initial commercial failure, Overblood has gained a cult following over the years for its unique gameplay and intriguing story.","['Electronic Arts', 'Riverhillsoft']"
2816,2003,"Ed, Edd n Eddy: Jawbreakers!",main_game,ed-edd-n-eddy-jawbreakers,['Game Boy Advance'],"['Platform', 'Adventure']","['1', '268435464', '268435487', '536871682', '536871909', '536875054']",['E'],,0,"['Toby: The Secret Mine', 'Forgotton Anne', 'Planet Alpha', 'Pepper Grinder', 'Semblance', 'Pikuniku', 'Dream Alone', 'Unbound: Worlds Apart', 'Eternity: The Last Unicorn', 'Apsulov: End of Gods']",['Action'],"Ed, Edd n Eddy: Jawbreakers is a video game released on March 25, 2003, by Cartoon Network Interactive, based on the popular television cartoon Ed, Edd n Eddy for the Game Boy Advance. It was developed by Climax Group and BAM! Entertainment. The game mirrors Ed, Edd (Double Dee), and Eddy's television quest to make money to buy jawbreakers.","['Cartoon Network Interactive', 'BAM! Entertainment', 'Climax Group']"
46885,1980,Dragster,main_game,dragster,['Atari 2600'],['Racing'],"['268435466', '536873390', '536874337', '536875117']",['E'],,0,"['Super Speed Machines', 'Simraceway', 'Urban Extreme: Street Rage', 'Speedway League', 'Driver: Speedboat Paradise', 'Super Bike TransAm', 'Nitro Boost Challenge', ""Bill Elliott's NASCAR Fast Tracks"", 'Swedish Touring Car Championship', ""Hot Chix 'n' Gear Stix""]",,"You have in your hand one of the most exciting video games ever designed. One word of caution: this game takes a little time to learn because it's so challenging. It's very tricky. So, please read these directions and give yourself some practice time. Then you can aim for the World Record.

Game 1: Straight-ahead Dragster, one or two players.
Game 2: Steerable Dragster, one or two players.

Your Joystick Controller is both the clutch and gear shift for your Dragster; the red button is your gas pedal. Use left Joystick for the top car; right one for bottom car. Hold Joystick with button at the upper left.

To shift gears, clutch by pushing Joystick to the left and shift by letting the Joystick spring back to the center.

Your car starts each race in neutral (N). There are four gear positions--1, 2, 3, 4--and you must clutch and shift between each gear. You cannot downshift.

When the countdown reaches 0, you can start. If you drop into gear too soon, before the end of the countdown, EARLY will appear on the screen and you have to wait for the next race. You can clutch during the countdown, but you cannot drop into 1st until the countdown reaches 0.

The object of Dragster is to beat your opponent across the screen, or to race against the clock for best time.",['Activision']
22763,1983,Frankenstein's Monster,main_game,frankensteins-monster,['Atari 2600'],"['Platform', 'Arcade']","['1', '19', '268435464', '268435489', '536870928', '536872450', '536873327', '536875147', '536875243', '536877145']",,,0,"['Visage', ""Don't Knock Twice"", 'Rico', 'Super Fancy Pants Adventure', 'Blazing Chrome', 'Pikuniku', 'Dream Alone', 'Degrees of Separation', 'Apsulov: End of Gods', 'Whipseey and the Lost Atlas']","['Action', 'Horror']","In the cold dark night you make your way through the ghoulish castle of Dr. Frankenstein. There you must prevent him from completing his creation.

Your only chance is to gather stones from the dungeon and bring them to the tower where you must build a barricade around the monster before he has accumulated enough energy to come alive.

You start at the top floor of the castle and must make your way to the dungeon to get a stone to wall in the monster, all the while avoiding ghosts, giant tarantulas, trapdoors, spiders and a pool of acid. Once you have the stone, you must make your way back to the top, again avoiding these obstacles. When you get near the monster, you switch to a new screen where you must make your way past bats to place the stone. You must do this four times and each time gets harder, with more ghosts, more and bigger tarantulas, and a harder to cross acid pool.

You have three lives and falling into the acid pool will lose you one. You are also timed (see Difficulty settings) and you are trying to get and not lose points",['Data Age']
11559,2004,All-Star Baseball 2005,main_game,all-star-baseball-2005,"['PlayStation 2', 'Xbox']","['Simulator', 'Sport']","['32', '268435469', '268435470', '536870932', '536875257', '536875562', '536875802', '536876150', '536876190', '536884022', '536884207']",['E'],,0,"['All-Star Baseball 2002', 'All-Star Baseball 2003', 'All-Star Baseball 2004', 'Cooking Simulator', 'Forza Motorsport', 'WWE 2K19', 'NBA 2K19', 'Madden NFL 20', 'FIFA 20', 'eFootball PES 2020']",['Non-fiction'],"The All-Star Baseball baseball video game series was developed and published by Acclaim Entertainment. The series began in 1997 with the release of All-Star Baseball '97 Featuring Frank Thomas, the successor to Frank Thomas Big Hurt Baseball. New York Yankees play-by-play announcers John Sterling and Michael Kay were the announcers for 1998-2000 editions of the game. The final release in the series (due to the bankruptcy of Acclaim) is All-Star Baseball 2005. 
 
Within the individual games, there are several different modes of play, such as exhibition, managing an existing Major League Baseball team or creating a team. Many North American cities are available for ""expansion,"" in addition to Mexico City and Puerto Rico. 
 
Most of the games feature Derek Jeter on the cover.","['Acclaim Entertainment', 'Acclaim Studios Austin']"
20297,1997,NCAA Gamebreaker,main_game,ncaa-gamebreaker,['PlayStation'],['Sport'],"['268435470', '536870938', '536870939']",['E'],,0,"['FIFA Soccer 2002: Major League Soccer', 'Score! Hero', 'ISS Pro Evolution 2', 'Cartoon Network Superstar Soccer: Goal!!!', 'FIFA 19', 'Pro Evolution Soccer 2019', 'Club Soccer Director 2019', 'FIFA 20', 'Real Football 2019', 'eFootball PES 2020']",,"NCAA Football GameBreaker is a heartbreaking near-miss. While the options are fantastic and the graphics are gorgeous, the playbook is a layperson's nightmare - and game control is extremely frustrating. College football fans just shouldn't have to come so close, yet still be so far.... 
 
First, the good news: GameBreaker will be a treat for college football fans, whose games usually play second-fiddle to the bigger, badder NFL slamfests. GameBreaker runs on the new, improved GameDay engine, and has the options and small touches to bring out the school spirit in anyone. Then there's all those teams, displayed in fantastic motion-captured graphics. And let's not forget the abundant animation capped off with excellent pep band music and an echoing announcer's voice. In short, this game is simply gorgeous. It's easily the best-looking college football game anywhere. 
 
Wait, sit back down. 
 
GameBreaker is knocked out of the game thanks to its atrocious playbook interface. There's little doubt the designers meant well when they compiled the mother lode of all playbooks. But the options are so numerous (and so spread out) that it's far too difficult to find the right play for the right situation. Even the special teams section is hidden, meaning there's no choice but to cycle through the entire menu to find it. With seconds left and no time outs, the last thing anyone wants to do is peruse the playbook. Simple features could have made play selection so much easier: For example, on fourth down, the special teams box could (and should) have been front and center. And if that isn't enough.... 
 
GameBreaker's got a tough one-player game - one so hard that even an experienced thumb-back can end up losing to the worst teams on the easiest level. This fact is largely attributable to the computer's ability to instantly find the perfect play and perfectly execute it (complete with precisely-timed stiff-arms). This may present a great challenge for the experienced, but players new to console football won't enjoy it at all...and with four difficulty settings to choose from, this is inexcusable. 
 
This all adds up to put college football fans in a tough spot: There're plenty of frills, but no gameplay. College football freaks will enjoy this game despite the tough interface and gameplay. But first-timers (and NFL mavens used to the easy handling of GameDay, Quarterback Club, and even Madden) won't like what they find. Simply put, this game's not ready for the big leagues. --Hugh Sterbakov 
--Copyright ©1999 GameSpot Inc. All rights reserved. Reproduction in whole or in part in any form or medium without express written permission of GameSpot is prohibited. GameSpot and the GameSpot logo are trademarks of GameSpot Inc. -- GameSpot Review",
5150,2007,Sengoku Basara 2,main_game,sengoku-basara-2,"['Wii', 'PlayStation 2', 'PlayStation 4']","[""Hack and slash/Beat 'em up"", 'Adventure']","['1', '17', '22', '268435481', '268435487', '536870990', '536872594']",,,0,"['Forgotton Anne', 'God Eater 3', 'Shadows: Awakening', 'Dragon: Marked for Death', 'The Elder Scrolls VI', 'Eternity: The Last Unicorn', 'Warhammer: Chaosbane', 'Torchlight III', 'Dragon Ball Z: Kakarot', 'Darksiders Genesis']","['Action', 'Fantasy', 'Historical']",A new PlayStation 3 and PlayStation 4 entry into the longrunning Sengoku Basara series which follows the life of Sanada Yukimura,['Capcom']
24281,2007,Naruto: Ultimate Ninja Heroes,main_game,naruto-ultimate-ninja-heroes,['PlayStation Portable'],['Fighting'],"['1', '268435460', '536870973', '536870990', '536871470', '536871889', '536874040', '536875053', '536875054', '536875091', '536875265', '536875815', '536876694', '536877029', '536877375', '536877565', '536877692', '536883164', '536883995']",['T'],56.72379245484002,9,"['Dragon Ball: Advanced Adventure', 'Naruto Shippuden: Ultimate Ninja Storm Generations', 'Naruto: The Broken Bond', 'Rise of Incarnates', 'Naruto: Ultimate Ninja', 'Naruto: Ultimate Ninja 3', 'Naruto: Ninja Destiny', 'Naruto: Path of the Ninja 2', 'Dragon Ball FighterZ', 'Dragon Ball Z: Idainaru Son Goku Densetsu']",['Action'],"Naruto: Ultimate Ninja Heroes is an English-exclusive fighting game and is the first English Naruto game on the PlayStation Portable.

Naruto: Ultimate Ninja Heroes is essentially a scaled down version of Naruto: Ultimate Ninja 2 and an edited version of Narutimate Hero Portable. However, Ultimate Ninja Heroes is more of an action game whereas Narutimate Portable was more story oriented. The game also features 20 characters and several new features, such as a three-on-three fighting system, wireless two-player battles, and ""hidden"" team skills.",['Namco Bandai Games']
49201,2003,Dora the Explorer: The Search for Pirate Pig's Treasure,main_game,dora-the-explorer-the-search-for-pirate-pigs-treasure,['Game Boy Advance'],"['Platform', 'Adventure']","['34', '35', '268435464', '268435487', '536871909', '536875054']",['E'],,0,"['Unravel Two', 'Toby: The Secret Mine', 'Forgotton Anne', 'Planet Alpha', 'Pepper Grinder', 'Semblance', 'Pikuniku', 'Dream Alone', ""Disney's Winnie the Pooh Preschool"", 'Etherborn']","['Educational', 'Kids']","Pirate Pig has lost his treasure, and only Dora and Boots can find it for him! But they'll need a little help from their friends, Map, Backpack, and, of course, you! Backpack has everything that you'll need to help you get past many challenging and silly obstacles! But keep an eye out for Swiper the fox... that sneaky fox will swipe what you need for the adventure!",['NewKidCo']
44843,2000,NHL Rock the Rink,main_game,nhl-rock-the-rink,['PlayStation'],['Sport'],"['268435470', '536870956', '536871368', '536875151', '536878111', '536878165', '536884863']",['E'],,0,"['NHL 99', ""NHL Blades of Steel '99"", 'NHL Breakaway 98', 'NHL Hitz 2003', 'Wayne Gretzky and the NHLPA All-Stars', 'NHL FaceOff 2000', 'Pro Sport Hockey', 'Madden NFL 20', 'Real Football 2018', 'Real Football 2019']",,A three-on-three arcade-style hockey game which makes use of the license granted by the NHL and its players' association to create a lightning-fast arcade style game as opposed to the more nuanced aspects of an NHL simulation.,['Electronic Arts']
4129,1999,Evil Zone,main_game,evil-zone,['PlayStation'],['Fighting'],"['1', '18', '268435460', '536870973', '536870990', '536871138', '536871551', '536875271', '536875406', '536875941', '536876850', '536881238', '536884863']",['T'],60.95033777605838,9,"['One Piece: Grand Battle!', 'Rise of Incarnates', 'Star Control: Origins', 'Fighting Angels', 'Dragon Ball FighterZ', 'Immortal: Unchained', 'My Hero Academia: Battle for All', 'Zoids Wild: Blast Unleashed', 'Gene Rain', 'Dragon Ball Z: Kakarot']","['Action', 'Science fiction']","Evil Zone or Eretzvaju (封神領域エルツヴァーユ Fūjin Ryōiki Erutsuvāyu) is a fighting game released for the PlayStation console. It was developed by Yuke's Future Media Creators and published by Titus Software in 1999. The player can choose from ten characters to fight in several game modes including story mode, arcade mode, versus mode, practice and survival mode.

The story mode is a unique aspect to the game and sets it apart from other fighting games. Each character has a unique story mode which progresses like an ongoing television program, complete with episode names and previews with voice acting. As the mode progresses, you learn more about the character's backstory and why they are fighting, an incentive to play through the game with each character. Evil Zone is also one of the few games to feature a fully fleshed out story mode for its boss character.","['Titus Software', ""Yuke's""]"
45096,2001,Blaster Master: Blasting Again,main_game,blaster-master-blasting-again,['PlayStation'],['Shooter'],"['1', '18', '268435461', '536872733', '536874398', '536875056', '536875309', '536875621', '536875755', '536875941', '536876353', '536877744']",['E'],,0,"['Cyberpunk 2077', 'Immortal: Unchained', 'Crackle Cradle', 'Earth Defense Force: Iron Rain', 'Left Alive', 'Wolfenstein: Youngblood', 'Control', 'Gene Rain', 'Rebel Galaxy Outlaw', 'PlanetSide Arena']","['Action', 'Science fiction']","Years ago, the Earth was threatened by an evil being known as the Plutonium Boss. The Plutonium Boss and his minions were devouring the Earth from within, and if they had succeeded, Earth would've been destroyed.

He didn't count on a young man named Jason, a beautiful alien woman named Eve, and their battle tank, the Sofia MA-01...because of his underestimation, the Plutonium Boss was defeated.

Since then, Jason had been defending the Earth from any threat that arises, with Eve by his side. She even bore him two children, Roddy and Elfie. Jason trained Elfie in engineering, and Roddy in battling in Sofia. But now Jason and Eve have died, and Roddy must take his father's place as defender of the Earth.

And an old threat seems to be arising to challenge this new generation of heroes...",
128368,,Golden Nugget Casino,main_game,golden-nugget-casino,['Game Boy Advance'],,,['E'],,0,,,,
69269,1998,Pro Yakyuu Team o Tsukurou!,main_game,pro-yakyuu-team-o-tsukurou,['Sega Saturn'],,,,,0,,,,
7943,2010,Imagine: Zookeeper,main_game,imagine-zookeeper,['Nintendo DS'],['Simulator'],"['268435469', '536871065', '536872060', '536872074', '536875395']",['E'],,0,"['Imagine: Salon Stylist', 'Villagers', 'Startup Company', 'Hardware Engineers', 'Petz Fantasy: Sunshine Magic', 'My Baby Girl', 'Ratty Catty', 'Mashinky', 'Petz Fantasy: Moonlight Magic', 'Simstory: Live As You Wish']",,"Continuing along the Imagine series, Imagine Zookeeper lets you run your own animal reserve on your DS.",['Magic Pockets']
22761,1983,Porky's,main_game,porkys,"['Atari 2600', 'Atari 8-bit']","['Platform', 'Puzzle', 'Adventure']","['1', '268435464', '268435465', '268435487', '536872198']",,,0,"['Unravel Two', 'Toby: The Secret Mine', 'Forgotton Anne', ""Don't Knock Twice"", 'Planet Alpha', 'Semblance', 'Pikuniku', 'Dream Alone', 'Unbound: Worlds Apart', 'Degrees of Separation']",['Action'],"Revenge is sweet - and the objective of this game is to ""get it."" Your task is to help Pee Wee blow up Porky's bar and obtain as many points as possible.","['Fox Video Games, Inc.', 'Romox Inc.', 'Dunhill Electronic Media Corp.', 'Lazer Microsystems Inc.']"
409,2004,Final Fantasy XI: Chains of Promathia,expansion,final-fantasy-xi-chains-of-promathia,"['PC (Microsoft Windows)', 'PlayStation 2', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']","['1', '17', '268435468', '268435487', '536871138', '536871148', '536871812', '536872245', '536873092', '536873580', '536874040', '536875196', '536875271', '536875300', '536875380', '536875525', '536875735', '536875764', '536875791', '536875803', '536875830', '536876503', '536876816', '536877208', '536877210', '536877216', '536877237', '536878322', '536878335', '536878373', '536879696', '536879891', '536880004', '536880755', '536880960', '536881768', '536884022']",['T'],,0,"['Darkstone', 'The Elder Scrolls Online', 'Aura Kingdom', 'Perfect World', 'Dofus', 'Elsword', 'Citadel: Forged With Fire', 'Final Fantasy XI Online: Wings of the Goddess', 'Eternity: The Last Unicorn', 'Remnant: From the Ashes']","['Action', 'Fantasy']","Final Fantasy XI: Chains of Promathia is the second expansion pack for Final Fantasy XI. This expansion pack brings several new areas, quests, and a new mission storyline to the game. It is also the only expansion thus far to not feature additional jobs.",['Square Enix']
707,2008,Command & Conquer 3: Kane's Wrath,expansion,command-conquer-3-kane-s-wrath,"['PC (Microsoft Windows)', 'Xbox 360', 'Xbox One']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy']","['18', '268435467', '268435469', '268435471', '536870915', '536871079', '536871304', '536871341', '536871487', '536872019', '536872070', '536872074', '536872205', '536872234', '536872352', '536872733', '536874743', '536875258', '536875271', '536875426', '536875432', '536875525', '536875679', '536875781', '536876365', '536876367', '536876412', '536876499', '536876583', '536876931', '536877004', '536877642', '536877740', '536880765', '536880943', '536881658', '536881831', '536884507']","['Sixteen', 'T', 'GRAC_Fifteen', 'ACB_M']",79.61202448089851,44,"['Supreme Commander', 'Command & Conquer 3: Tiberium Wars', 'Command & Conquer: Tiberian Sun', 'Act of War: Direct Action', 'Command & Conquer: Generals', 'Rise of Nations', 'Command & Conquer: Red Alert 3', 'Factorio', 'Universe at War: Earth Assault', 'World War III: Black Gold']",['Science fiction'],"In the name of Kane! The Command & Conquer series continues to thrive with Command & Conquer 3: Kane’s Wrath. As the expansion pack to the critically-acclaimed and fan favorite, Command & Conquer 3 Tiberium Wars, this Real-time Strategy (RTS) game returns to the Tiberium Universe with Kane at the center of an epic new single player campaign spanning 20 years – from the rebirth of the Brotherhood of Nod after the Second Tiberium War through the dramatic events of the Third Tiberium War and beyond.

This story will be told through a new set of high-definition, live action video sequences starring a celebrity cast including Joe Kucan, playing the megalomaniac leader of the Brotherhood of Nod, alongside new talent Natasha Henstridge and Carl Lumbly. With your help, Commander, the Dark Messiah may rise again!

Unprecedented Multi-decade Campaign – Kane returns as the centerpiece of an epic new single-player campaign. Experience a new story that spans 20 years – from the rebirth of the Brotherhood of Nod after the Second Tiberium War through the dramatic events of the Third Tiberium War and beyond. Facilitate the rise of the Brotherhood leading up to and beyond the events of Command & Conquer 3 Tiberium Wars","['EA Los Angeles', 'BreakAway Games', 'Electronic Arts']"
